comments,predicted_sentiment
Berkah bagi kaum muda. 2029 jika anda jadi elekted official di tahun 2024 bisa mencalonkan diri jadi capres dan cawapres. Bisa jadi persiden kita 2029 itu anak muda. Satu lagi sidang mk soal batas atas 70 tahun ga dibuat rame woi. Kok pada takut ama gibran takut kalah kah tarung la. Biasa aja kita ga boleh diskriminatif dg anaknya presiden mau maju pilpres. Kan kita demokrasi semua boleh asal ada aturannya. Selama dijalur hukum tidak masalah.,positive
Faktor instabilitas politik Indonesia justru bersumber dari istana. Tragis.,negative
"Asal tau ya CAH-CAH CILIK, Gibran akan MENOLAK JADI BACAWAPRES PRABOWO. Maka patahlah semua putusan MK dan patah juga semua fitnah dengki. Na'uzubillah...",positive
"Jokowi terlalu ambisi,,nabok nyilih tangan,,,",negative
Mas uceng the next Hakim MK,positive
Lebay…. Kalau rakyat pintar kan masih bisa milih lawannya… Gitu aja kok repot?,positive
Suarakan terus daeng nake bersyukur disuarakan.,positive
"Jokowi wedi karo manungso,gak wedi karo gusti Allah,tunggu tanggal mainnya,apa yg akan terjadi nantinya,bagi orang2 yg curang,gusti Allah gak ridho",negative
"Peristiwa ini sebenarnya menampar hampir semua Parpol yang didalamnya banyak memakai kaderisasi politik "" Sayang Anak "". Sehingga apa yang terjadi? Politisi hanya dinilai dari Jalur KONEKSI ( keturunan siapa) bukan jalur PRESTASI... kalau mau gugat politik dinasty mulailah dari dalam internal parpol itu. Maka mudah2an hasilny politisi kita akan jauh lebih berkualitas... salam Satu Indonesia Raya Nusantara Jaya...!!!",negative
mas uceng ‍,negative
"Putusan tidak bermutu,alasan tidak masuk akal",negative
Kalau Tresot 0℅ di ajukan sama partai di tolak klu keluarga pa lurah yg mengajukan apa aja bisa  sehat kah anda hakim ketua paman gibran,positive
"Setiap kosa kata ""Jokowi"" dihembuskan oleh Narasumber (ZAM), saya selalu menghela nafas panjang. Teringat. Bagaimana buruknya 'Pencitraan' di awal-awal kedatangannya di dunia politik Indonesia. Kita terbuai soal sederhana bersahaja, masuk gorong-gorong dan seutas janji yg hingga kini beranak pinak menjadi pohon janji yg belum mampu ia tunaikan, tetapi hebatnya, lembaga survei yg entah kredibel atau tidak, selalu menulis tentang angka-angka fantastis kesukaan (kepuasan) publik pada dirinya dan kinerja pemerintahannya. Luar biasanya! Hari ini, barisan pendukungnya malah terbelah. Penyesalan karena fungsi ""Legislatif"" yang harusnya bisa MENGONTROL kebijakannya, agar ia tidak ""otoriter"" mengelola negara malah ikut GAGAL menjalankan fungsinya. Apa lagi yg bisa diharap jika 3 Pilar termasuk YUDIKATIF (baca: MK, KPK dll) ikut masuk ke pusaran Kekuasaan, Berada Tepat di Ketiak kekuasaan. Dan anda ""Media"" yg dulu meng-agung-agungkan dirinya, tidakkah anda semua juga turut terlibat dalam ""memoles"" dirinya (waktu itu dan bahkan hingga kini)??? Anda menutupi (meng-anak-tirikan) beratus bahkan beribu Tokoh-tokoh lain di Negeri ini, yg mungkin lebih tulus,  lebih baik, lebih cerdas dan lebih kuat leadershipnya dibanding Jokowi???? Jika anda melakukan ini semua demi ""uang"" atau demi ""Rating"" maka Anda semua (pengelola Media) harus ikut bertanggungjawab. Wassalam SPECHLESS and SAD mode : on ",negative
"Pemimpin itu harus punya nyali, untuk Indonesia lebih maju.. ",positive
Gk masuk akal sih ni pendapat dan narasi yg di bentuk.. liat penjelasan hasan nasbi,negative
Kak Najwa tolong bantuin Buaya Riska biar bisa balik ke habitatnya kasian dia cuma difitnah dan dipisahin sama pak Ambo yg udh kyk anknya sendiri skrg stelah pihak BKSDA ngkap buaya Riska. Disana tidak mau makan malah jadi kurus dan dihabitatnya ikan ikan bnyk yg mati. Tolong kak kami fansnya Buaya Riska dan Pak Ambo krn mreka sudah bersahabat sejak kecil Smoga mbk Najwa baca komen saya  brangkali bisa bantu dan ada keadilan untuk buaya Riska bersama Pak Ambo Aamiin #MataNajwa  smoga para pihak yg menangkap buaya Riska jg punya hati buat ngebalikin buaya Riska ke habitatnya #Tolongbalikinbuayariskakehabitatnya,negative
Perpanjangan berganti acara,negative
Aromanya serasa di orde baru namun metodenya soft tidak hard dan vulgar seperti orba.,positive
Yang penting orang baik menjabat kita lebih percaya Jokowi daripada Mega,negative
Tidak SAH palu yang kemarin bukan asli tapi reflika,negative
"KAMI SANGAT KECEWA DENGAN KEPUTUSAN KETUA  MK AU KARENA SUDAH MENCORENG DEMOKRASI SEHARUS NYA UNTUK MENAMBAH  ITU ADALAH HAK NYA DPR BUKAN HAK NYA KETUA MK ,COBA CONTOH KARIR PROFESOR MAHMUD MD SAMPAI DI TUNJUK CAWAPRES  BETUL 2 SUDAH MATANG , BUKAN BARU DUA TAHUN MENJABAT WALIKOTA DI SOLO SEDANG KAN WAKTU ITU WALIKOTA SOLO SUDAH DI PERSIAPKAN DAN GR BESERTA BAPAK NYA MINTA KE IBU MEGAWATI DENGAN SERIBU MACAM ALASAN ......DAN SEKARANG KARENA KETUA MK ITU A U NAMA NYA PAMAN NYA DARI G R DAN LOLOS DI MK TETAPI INSYA ALLAH  RAKYAT INDONESIA MELIHAT DENGAN JELAS GR TIDAK MEMPUNYAI  BELUM  PENGALAMAN , DI SOLO DAN DI JAKARTA JAUH BER BEDA APA LAGI CAWAPRES ........",positive
Dibawah kepemimpinan Jokowi demokrasi Indonesia menurun ,positive
444 = 12= 3 THREE SAKTI MAJU TAK GENTAR MAS GIBRAN R WAKIL PRESIDEN  WAHID PUTARAN AMEN TEAM SENYAP ,positive
Mbak Nana..tolong undang Edi cacing dong,negative
", klo sudah begini masihkah mau percaya dgn penyelenggaraan pemilu, ya,memang inilah yg di setting,tapi  walau bgmnpun,negara ini harus terus berjalan,",positive
"Untuk orang tua yang baik hati, sayangilah anak anakmu, anak menantumu, & cucumu, siapkan masa depannya, berilah mereka jabatan, itulah orang tua yang baik hati.",negative
"Jokowi sedang lupa bahwa kekuasaan hanyalah titipan, dan dia juga sedang lupa bahwa Tuhan Maha Kuasa atas segala sesuatu, cerdasnya jokowi terbatas dan suatu saat nanti jokowi akan sadar bahwa putusan MK saat ini jadi bumerang untuk dia dan keluarganya.",negative
RIP MK.. pecah berkeping keping palunya ,negative
"DRAMA DINASTI FIR,AUN BISA DITEBAK.....JUDULNYA ""MENGEMPIT SANG JENDRAL"" DIBERI PERMEN KARET MENINGGALKAN 212.....he he",positive
Gitu di bilangin Fir'aun  bnyak yg kebakaran ,negative
"Tolak politik dinasti dan kita minta bagi para pejabat harus bertanggungjawab atas semua yang terjadi. KKN sudah jelas semakin merajalela. mari sama-sama kita lawan KKN . Kehidupan masyarakat semakin hari semakin susah, cari kerja susah dll",negative
"Pertaruhan rezim sangat super mahal dgn resiko kalah di pemilu 2024 dan berujung pd penjara, jd teringat perkataan Menkominfo Budi Arie. Harus menangkan pemilu atau jika kalah dipastikan masuk bui",negative
Menit ke 13:46 ini menjawab statement gibran beberapa waktu lalu mengenai statement panda nababan... jd gibran mengartikan apa yg di mksd panda,positive
Ya Mba semoga sumber hukum negara kita adalah Al Qur'an. Pertanda Baik. Palu hakim hancur.,positive
Menunggu musik dansa dimatikan hahahah,positive
"Gpp Gibran cawapres pak Bowo, biar PDIP n jkw cakar2an",positive
"Saya gak sekolah tinggi2 tapi setau saya presiden kalau ikut campur soal hukum itu namanya intervensi, gue bukan membela Jokowi ya  Jadi menurut saya wajar saja kalau Jokowi membiarkan Apakah gue percaya Jokowi ingin anaknya maju  sampe ubah aturan ? 80% percaya  itu kan politik keluarga  nanti kedepannya calon2 presiden anak cucunya bukan orang yang betul2 di baik, betul2 bagus, betul2 di butuhkan negeri kita  iya si kemungkinan terburuknya gitu  bisa aja Gibran setelah jadi ubah kontitusi atau tidak siapapun lawannya diri ku  atau anak ku calon presidennya :v. Terlepas dari ketakutan ketakutan itu semua Dari sudut pandang kaca mata saya  emang keknya ada udang di balik batu Tapi kalau kita coba berpikir positif Gubernur yang lain kan juga bisa maju  mungkin tidak baik untuk tahun ini, tapi bisa aja baik untuk 2029 atau 2034 Misalnya ada orang lagi yang seperti Jokowi ntah dari mana tiba2 di dukung masyarakat terus jadi gubernur umur masih 30an misalnya, kerjanya bagus macam Jokowi pimpin Jakarta  5 tahun berikutnya jadi presiden  Dia bisa jadi presiden kan karena aturan ini kalau mikir positifnya",negative
YG HIDUP UTAMA,negative
Keputusan ini adalah final untuk meyakinkan bahwa regulasi dan hukum di indonesia bisa di atur kapan saja sesuai pesanan,negative
TINGGAL BAHAS JUJUR  GTU AJA KE APA YG TADI.,positive
"Nana, gimana dgn Palestina???",positive
Sebenarnya spt ada trend di saat ini bhw semakin banyak orang dgn usia di bawah 40 thn yg sdh paving their way to success. Banyak politisi dan petinggi yg usianya cukup muda sudah turun gelanggang. Semoga Indonesia juga tetap bisa menyelaraskan dengan pergerakan kemajuan dunia.,positive
Masalah usia berarti mulai muncul dan timbul perasaan sayang anak ( SAYANGI ANAKMU HINGGA CUCUMU),positive
"Maksud gua, kok kesannya orang2 tdk bisa pakai akal sehat terkait putusan ini? Kenapa putusan MK kali ini harus selalu dikaitkan dengan Gibran? AYO KITA LEPASKAN ITU. BIAR CLEAR Meskipun bisa berefek dalam kepentingan politik, tapi ayolah.. Apa alasan kita semua menjadi sinis jika seorang warga negara dengan usia dibawah 40 tahun nyapres/nyawapres? Dinasti? Keluarga? Jokowi? Maksudku seolah-olah yang dibawah 40 tahun hanya Gibran seorang. Karna terlalu muda? Atau? Hey come on. Ini kemunduran dalam demokrasi. Yang kedua, MK mengabulkan syarat pernah jadi kepala daerah. Lah, bukannya itu bagus ya? Artinya syarat bertambah hanya bisa jika ybs setidaknya sdh punya pengalaman. Maksudku, kok selalu ke Gibran? Bukankah itu bukti bahwa kita sendiri yang sebenarnya mendiskreditkan peradilan di negeri ini? Terlalu berpikiran kotor! Lagi pula kalau Gibran maju, sudah bukan hakim MK penentunya dia wakil presiden atau tidak. Takdirnya di ujung jari rakyat Indonesia. SALAM..",positive
"Gua pengen bgt prabowo tumbang, biar apa yg udah disiasati semua nya hancur",positive
Semoga bermanfaat tulisan saya di chat aploudtan ini dan bisa di pelajari ke arah apa dan kemana.,negative
Semakin kemari pak L U R A H   semakin menampakan hakikat Dirinya !!,negative
REKAM JEJAK MAKSIDNYA MENCAMPUR LAMA DAN BARU TUJUAN DAN ISINYA APAPUN ITU SAYA JELASKAN KALIMAT INI.,negative
"Selagai negara ini masih di pegang oleh orang"" yg sama, maka negara ini lyaknya monopoli hirarki.... Besarnya pengaruh pemimpin yg bisa memotong tali temali ini",negative
Drama age,negative
KALAU PRIBADI MUNGKIN DI PERBOLEHKAN TAPI KALAU UMUM YHA JAWABAN SAMPAI SEKARANG INI ALAM PUN BERBICARA.,negative
"Orang jawa bilang ceta wela2 ...sdh tidak ada rasa malu atau takut bagi para Hakim yg ""mengabulkan"" itu mempermainkan hukum . Rakyat Indonesia yg menyandarkan kepercayaan pd MK , ternoda oleh perilaku para hakim yg mengabulkan permohonan tsb . Kalau boleh pinjam kata2 Bang H. Rhoma ....ter la...lu . !!! Apakah perilaku tsb sdh bisa dikatakan sbg sebuah kejahatan hukum ? Wallahualam .",positive
"BAIK DAN BURUK KE SIAPA DAN APA,JUMBLAH BERAPA BUTUH LAMA WAKTU HARAP DI PERTIMBANGKAN",negative
"Trus tim reformasi hukumnya mba najwa apa masih berfungsi / cuma gimik?  Tergantung kemauan presidennya, mau gak reformasi hukum Jgn harap dari ganjar dari pdip (dulu jokowi dari pdip) & prabowo boneka jokowi",positive
Muda tua itu gampang sekali melihat nya.. Bpk A usia 40 tahun...merasa bahwa di usia 40 ini..dia lebih bijaksana dibanding saat usia 35 kemaren.. Bpk B merasa..bahwa di saat usia 40 thn..dia justru turun kualitas kebijakan nya dibanding saat dia usia 35 th.. Mana yang lebih bijaksana Bpk A atau Bpk B??.. Kalau tidak cukup punya kesabaran dan kesadaran diri perlu persiapan matang dan perlu waktu untuk mengemban tanggung jawab maha besar..dari situ sja sudah jelas karakter seseorang,negative
"REAL,JUJUR BERTANGGUNG JAWAB KE YG HIDUP BUKAN DENGAN CARA DI WAKILKAN ( KLU)",positive
TANGGAPAN BISA SAJA SATU ORANG YG PAKAI SATU CHANEL ATAU AKUN TAPI KALAU SELURUH RAKYAT ITU BEDA GK USAH DI BAHAS JUGA TERIMAKASIH BIAR GK TAMBAH BODOH.,negative
"maaf diluar konteks, adakah pemimpin yamg mampu mewujudkan pelunasan hutang negara, nasionalisasi aset negara, tidak ekspor bahan mentah, tidak impor bahan pangan, tegakkan hukum mati+miskinkan koruptor?.. sejak revolusi dipelintir jadi reformasi, saya masih berharap terwujud",positive
YG MASIH BERPENGARUH PASTI YG MASIH HIDUP BUKAN YG SUDAH MENINGGAL KARENA HANYA BISA MENUNTUN JADI GK USAH DI BAHAS APA DAN SIAPA TOPIK KALIMAT CHAT YG INI.BIAR LEKAS ADA TITIK TERANG,negative
Dulu katanya yang penting bukan PDI-P. Lah kalau gibran nyawapres kan artinya dia keluar dari PDI-P. Coba kalau gibran jadi wakilnya anies. Pasti bacot lu pada kicep..,negative
Gak penting di bahas,positive
"Negara kita suda rusak boss ,percuma",positive
Adalah maksudnya,negative
WAKTU DAN LAMA AFALAH JAWABAN BERKAITAN,positive
JAWABAN ASLI SETIDAKNYA SETENGAH JALAN ITU ASLI JADI YG SUDAH MELAKSANAKAN ITULAH JAWABAN ASLI YG HARUS DIAMBIL 100% CONTOH FIGURE ATAU SEORANG PANUTAN.,negative
"Yg pasti gak mungkin Prabowo menjadikan Gibran sebagai wakil. Keputusan MK itu hanya untuk percikan api ke PDI aja biar PDI marah ke Gibran dan Gibran pun bisa mendapatkan alasan untuk keluar dari partai PDI ke partai lain kalo Gibran langsung pindah tanpa ada percikan entar di bilang hianat dan orang akan berpikir partai pengusungnya aja di hianati apa lagi rakyat ini proses untuk mengawali Dinasti, Prabowo akan pilih Erik dan dapat dukungan dari dinasti jokowi yg sudah di siap kan molai sekarang dan kalo sampai  jadi presiden hanya sebagai bonekah dinasti untuk memperkuat posisi2 yg menguntungkan buat keluarga jokowi sampai bisa mengambil ahli lagi indonesia ke pangkuan dinasti jokowi di masa yg akan datang  siasat yg hebat ",positive
Politik selalu berubah setiap saat. Umur 35 th ke atas angka manusia yg sempurna utk menjadi pemimpin masa depan bangsa. Siapapun tokoh  jika layak dan pantas mk tidak ada keberatan masuk istana ternasuk M GIBRAN titisan Jokowi the best presiden in the world,negative
kalo dia layak kenapa tidak umur bukan patokan buat berprestasi bukan berarti yang muda maju menjadi capres langsung menang semua kembali kepada rakyat rakyat yang memilih apakah yang muda pantas atau tidak menjadi pemimpin,positive
40 TAHUN KE ATAS BERARTI STAY ITU SAJA BUKAN.SUDAH TERJAWAB 40 TAHUN KEBAWAH TERSERAH STAY ATAU TIDAK MHNGKIN INI KAH KUNCINYA DARI SELURUH BERITA SAMPAI HARI INI SAYA NULIS CHAT INI.,negative
Sepakat dengan semua statementmu. Wajah beliau polos pdhl bisa jadi main belakang. Sekurang2nya dia membiarkan semua berjalan dan dia tidak ingin dianhhap terlibat,negative
Kalau tidak kaya raya..tidak punya kenalan pejabat..mampus aja..hukum berlaku untuk anda semua.. Kalau kaya raya atau punya kenalan pejabat..hukum bisa di negosiasi..diatur bahkan dipesan.. Pikir aja sendiri..mau meneruskan model model penjajahan seperti ini?,negative
Bagi bg Anies Imin..malah suka si gibran nyalon buat ngacak2 suara elektoral ganjar pdip ...mengapa? nahlo sama2 konstituen pemilih ,positive
"pesan pak.KH.ABDURRAHMAN WAHID saat diundang acara  kick n' d dulu mengatakan bahwa ""orang yang paling ikhlas dengan rakyat adalah pak.PRABOWO""...semoga Indonesia nantinya bisa dimenangkan oleh calon2 yg benar2 peduli terhadap rakyat ..aamiin",negative
"Pak Jokowi ingin pemilu 2024 damai, tetapi dia sendiri lah yg bikin pemilu 2024 jauh dari kata damai ",negative
Memang usia 23 taun itu usia yang krusial.,negative
" Uda dehh, jangan lebay, yang Penting Anak Muda Skrg sudah bs ikut Pemilu Capres Cawapresss... ",negative
Pecat KETUA MK!!!!! PECAT TDK HORMAT!!!! MEMALUKAN!!!,positive
Nggak ada pesanan apa pun.. Kita hanya termakan cerita dari orang nggak jelas.. Keputusan MK berlaku utk pilpres 2029..mari kita fokus ke pilpres 2024.. Pilih sesuai hati nurani,negative
Mahkamah Keluarga,positive
"Makanya knp Elit politik diam saja pada hal jelas2 salah atas putusan MK YG ITH HANYA MENYETUJUI KRN KELURGA ITU GILA. MAZIH BNYK ANAK BANGSA YG BERKERJA MENJABAT DI PEMERINTAHAN YG LEBIH LAMA SPRT SAHRUL GUNAWAN, HENGKI KURNIAWAN.MRK SEBENAR NYA DI PILIH SEKEDAR PERNAH DI PEMERINTAHAN. WARGA INDONESIA SANGAT TERKEJUT DANTERCENGANG KRN ITU SMUA MEMBELA HANYA KELUARGA",negative
Makin yakin untuk GA MILIH PARTAI MERAH DAN YANG BERSANGKUTAN DI VIDEO,negative
Perubahan total,positive
"Keliatan banget si merah mau berjalan 2 kaki,ada utang gelap ke negri dragon ya",negative
Kami ucapkan selamat buat pasangan calon presiden dan wakil presiden Indonesia 2024 yakni pak Ganjar dan pak Mahfud. Indonesia semakin lebih baik,negative
Salah kaprah ‍‍,negative
"Semakin kesini, semakin memperkuat calon AMIN... krn memang rakyat menilai, MK skrg sdh menjadi Mahkamah Keluarga....",positive
Keadilan di dunia tidak seperti keadilan di akhirat,positive
"Ngeriii sekali, rakyat dimainkan dan alat negara di salah gunakan",negative
Nantikan juga nnti pas ada sengketa pemilu ,positive
hadehh,negative
Cuma anak lonte yg menyebut bangsa dan negara sendiri dengan sebutan konoha dan wakanda…,positive
"MK berhasil meyakinkan kita bahwa hukum itu bisa diatur sesuai pesanan. MK berhasil meyakinkan kita, bahwa hakim tidak cukup bijak menangkap nilai nilai yang ada di masyarakat.. Perlu dirubah hukum, dengan sistem juri..karena hakim tidak cukup punya integritas...kita perlu sistem juri..karena juri lebih mendekati keadilan yang diinginkan masyarakat.. Hukum yang tidak mendekati keinginan masyarakat..itu hukum apa?",negative
Aminn Anies-muhaimin Tolak oligarki Tolak boneka partai,positive
Suara rakyat tau ko yg dinasti atau yg bukan,negative
AMIN ANIES -MUHAIMIN solusi peruybahan dari segala aspek termasuk HUKLUM yang dirusak2 rezim ini,negative
